position,player_seasons,mean_error_ppg,median_error_ppg,standard_deviation_ppg,minimum_error_ppg,maximum_error_ppg
QB,512,-0.07224572281684757,-0.28875398032057653,4.220388074937318,-13.709914061266149,12.902252695626519
RB,410,0.4306319359862225,0.792960767251075,3.016621983358766,-14.047601985205986,9.261038542004213
TE,968,-0.1413811074973767,0.0694439977014184,1.7370002441363221,-7.763253341312472,5.110393611062794
WR,929,0.21898908889604624,0.3415845378893554,2.21650757377468,-8.95063340986074,7.122411984588181
